HR,Name,DM,HD,SAO,RAh,RAm,RAs,DE_sign,DEd,DEm,DEs,Vmag,B-V,SpType,Const-Info
1535,,BD+48 1162,30557,39799,4.0,51.0,9.3,+,48.0,44.0,27.0,5.66,0.99,G9III,9I
1536,,BD-05 1044,30562,131504,4.0,48.0,36.3,-,5.0,40.0,26.0,5.78,0.62,F8V,8V
1537,96    Tau,BD+15  687,30605,94151,4.0,49.0,44.1,+,15.0,54.0,15.0,6.08,1.6,gK3,3
1538,59    Eri,BD-16  956,30606,149901,4.0,48.0,32.5,-,16.0,19.0,46.0,5.77,0.55,F6V,6V
1539,Zet Cae,CD-30 2011,30608,195300,4.0,47.0,49.6,-,30.0,1.0,13.0,6.37,1.07,K1IV,1I
1540,,CP-63  365,30610,249095,4.0,44.0,57.9,-,63.0,13.0,47.0,6.46,1.08,K0-1III,0-
1541,Mu  Men,CP-71  282,30612,256122,4.0,43.0,3.9,-,70.0,55.0,52.0,5.54,-0.12,B8II-IIISi:,8I
1542,9Alp Cam,BD+66  358,30614,13298,4.0,54.0,3.0,+,66.0,20.0,34.0,4.29,0.03,O9.5Ia,9.
1543,1Pi 3Ori,BD+06  762,30652,112106,4.0,49.0,50.4,+,6.0,57.0,41.0,3.19,0.45,F6V,6V
1544,2Pi 2Ori,BD+08  777,30739,112124,4.0,50.0,36.7,+,8.0,54.0,1.0,4.36,0.01,A1Vn,1V
1545,,BD-14  970,30743,149916,4.0,49.0,42.2,-,13.0,46.0,11.0,6.26,0.44,F5V,5V
1546,,BD+52  891,30752,24894,4.0,53.0,9.8,+,52.0,50.0,27.0,6.41,,A2V,2V
1547,97    Tau,BD+18  743,30780,94164,4.0,51.0,22.5,+,18.0,50.0,23.0,5.1,0.21,A7IV-V,7I
1548,,CD-44 1720,30788,217004,4.0,48.0,33.8,-,43.0,58.0,48.0,6.72,0.95,G8III,8I
1549,60    Eri,BD-16  964,30814,149924,4.0,50.0,11.6,-,16.0,13.0,2.0,5.03,0.98,K0III,0I
1550,,BD+42 1081,30823,39826,4.0,52.0,47.8,+,42.0,35.0,12.0,5.71,0.11,A3III,3I
1551,2    Aur,BD+36  952,30834,57475,4.0,52.0,38.0,+,36.0,42.0,11.0,4.78,1.41,K2.5IIIbBa0.4,2.
1552,3Pi 4Ori,BD+05  745,30836,112142,4.0,51.0,12.4,+,5.0,36.0,18.0,3.69,-0.17,B2III+B2IV,2I
1553,,BD+09  668,30870,112150,4.0,51.0,43.4,+,9.0,58.0,30.0,6.11,0.08,B5V,5V
1554,,BD+27  701,30912,76802,4.0,52.0,47.1,+,27.0,53.0,51.0,5.97,0.37,F2IV,2I
1555,5    Cam,BD+55  941,30958,24904,4.0,55.0,3.1,+,55.0,15.0,33.0,5.52,0.04,B9.5V,9.
1556,4Omi1Ori,BD+14  777,30959,94176,4.0,52.0,32.0,+,14.0,15.0,2.0,4.74,1.84,S3.5/1-,3.
1557,,CD-41 1593,30985,217032,4.0,50.0,16.2,-,41.0,19.0,15.0,6.07,0.37,F2-3V,2-
1558,,BD+43 1116,31069,39851,4.0,54.0,51.3,+,44.0,3.0,39.0,6.08,-0.02,A0V,0V
1559,,CD-35 1962,31093,195357,4.0,51.0,28.2,-,34.0,54.0,23.0,5.86,0.08,A1Vn,1V
1560,61Ome Eri,BD-05 1068,31109,131568,4.0,52.0,53.7,-,5.0,27.0,10.0,4.39,0.25,F4III+A6III,4I
1561,,BD+52  898,31134,24919,4.0,56.0,7.1,+,52.0,52.0,10.0,5.75,0.11,A2V s,2V
1562,5    Ori,BD+02  800,31139,112179,4.0,53.0,22.8,+,2.0,30.0,29.0,5.33,1.64,M1III,1I
1563,Iot Pic,CP-53  760,31203,233709,4.0,50.0,55.2,-,53.0,27.0,41.0,5.61,0.33,F0IV,0I
1564,Iot Pic,CP-53  760,31204,233710,4.0,50.0,56.3,-,53.0,27.0,35.0,6.42,,F4V:,4V
1565,,BD+01  847,31209,112191,4.0,53.0,55.8,+,1.0,34.0,10.0,6.61,0.04,A1Vn,1V
1566,,BD+19  811,31236,94199,4.0,54.0,58.3,+,19.0,29.0,7.0,6.37,0.29,F3IV,3I
1567,8Pi 5Ori,BD+02  810,31237,112197,4.0,54.0,15.1,+,2.0,26.0,26.0,3.72,-0.18,B3III+B0V,3I
1568,7    Cam,BD+53  829,31278,24929,4.0,57.0,17.2,+,53.0,45.0,8.0,4.47,-0.02,A1V,1V
1569,6    Ori,BD+11  675,31283,94197,4.0,54.0,46.9,+,11.0,25.0,34.0,5.19,0.12,A3V,3V
1570,7Pi 1Ori,BD+09  683,31295,94201,4.0,54.0,53.8,+,10.0,9.0,3.0,4.65,0.09,A0Vp,0V
1571,,BD+07  755,31296,112203,4.0,54.0,47.8,+,7.0,46.0,45.0,5.33,1.22,gK1,1
1572,,BD+74  229,31312,5385,5.0,2.0,20.1,+,74.0,16.0,9.0,6.06,1.57,K5III,5I
1573,,BD+35  930,31327,57511,4.0,56.0,19.9,+,36.0,10.0,8.0,6.07,0.41,B2Ib,2I
1574,,BD+00  893,31331,112206,4.0,54.0,50.7,+,0.0,28.0,3.0,5.99,-0.12,B5V,5V
1575,,BD+24  709,31362,76848,4.0,56.0,15.6,+,24.0,35.0,32.0,6.37,0.33,F0,0
1576,,BD+14  787,31373,94212,4.0,55.0,50.3,+,15.0,2.0,24.0,5.81,-0.08,B9V,9V
1577,3Iot Aur,BD+32  855,31398,57522,4.0,56.0,59.6,+,33.0,9.0,58.0,2.69,1.53,K3II,3I
1578,,BD+05  769,31411,112220,4.0,55.0,58.4,+,5.0,23.0,57.0,6.5,0.02,A0V,0V
1579,,BD-16  991,31414,149985,4.0,55.0,6.8,-,16.0,44.0,26.0,5.7,0.96,gG9,9
1580,9Omi2Ori,BD+13  740,31421,94218,4.0,56.0,22.3,+,13.0,30.0,52.0,4.07,1.15,K2-IIIFe-1,2-
1581,,BD-16  992,31444,149988,4.0,55.0,18.6,-,16.0,25.0,4.0,5.72,0.88,gG4,4
1582,62    Eri,BD-05 1091,31512,131614,4.0,56.0,24.2,-,5.0,10.0,17.0,5.51,-0.13,B6V,6V
1583,,CD-25 2115,31517,169889,4.0,55.0,30.2,-,25.0,43.0,40.0,6.72,0.27,F0-2III,0-
1584,,CD-39 1691,31529,195400,4.0,54.0,54.8,-,39.0,37.0,43.0,6.1,1.42,K3III,3I
1585,,BD+16  672,31539,94227,4.0,57.0,22.3,+,17.0,9.0,13.0,5.48,1.31,gK1,1
1586,99    Tau,BD+23  777,31553,76858,4.0,57.0,48.7,+,23.0,56.0,55.0,5.79,1.11,gG8,8
1587,,BD+73  264,31563,5403,5.0,4.0,13.0,+,73.0,45.0,50.0,6.66,,K0,0
1588,8    Cam,BD+52  906,31579,24943,4.0,59.0,46.3,+,53.0,9.0,20.0,6.08,1.46,K4III,4I
1589,,BD+73  265,31590,5407,5.0,4.0,39.8,+,74.0,4.0,1.0,5.96,,A1V,1V
1590,98    Tau,BD+24  717,31592,76862,4.0,58.0,9.4,+,25.0,3.0,1.0,5.81,0.0,A0V,0V
1591,,BD-01  762,31623,131625,4.0,57.0,17.2,-,1.0,4.0,2.0,6.23,0.42,F2,2
1592,4Ome Aur,BD+37 1005,31647,57548,4.0,59.0,15.4,+,37.0,53.0,25.0,4.94,0.04,A1V,1V
1593,,BD+60  853,31662,13341,5.0,1.0,35.9,+,61.0,4.0,41.0,6.03,0.41,F4V,4V
1594,,BD+66  370,31675,13344,5.0,2.0,50.4,+,66.0,49.0,22.0,6.19,0.48,dF6,6
1595,,BD-14 1003,31726,150029,4.0,57.0,44.8,-,14.0,13.0,53.0,6.15,-0.21,B1V,1V
1596,,BD-02 1080,31739,131640,4.0,58.0,10.8,-,2.0,12.0,45.0,6.35,0.1,A2V,2V
1597,,CP-58  437,31746,233733,4.0,54.0,53.0,-,58.0,32.0,50.0,6.12,0.44,F3V,3V
1598,,CP-66  338,31754,249138,4.0,53.0,30.5,-,66.0,40.0,32.0,6.41,1.63,M0-1III,0-
1599,5    Aur,BD+39 1133,31761,57559,5.0,0.0,18.3,+,39.0,23.0,41.0,5.95,0.41,F5V,5V
1600,,BD+14  796,31764,94240,4.0,58.0,59.4,+,14.0,32.0,34.0,6.09,0.04,B7V,7V
1601,10Pi 6Ori,BD+01  872,31767,112281,4.0,58.0,32.9,+,1.0,42.0,51.0,4.47,1.4,K2-II,2-
1602,6    Aur,BD+39 1134,31780,57560,5.0,0.0,23.2,+,39.0,39.0,18.0,6.58,,K4I,4I
1603,10Bet Cam,BD+60  856,31910,13351,5.0,3.0,25.1,+,60.0,26.0,32.0,4.03,0.92,G1Ib-IIa,1I
1604,,BD-16 1013,31925,150052,4.0,59.0,1.3,-,16.0,22.0,33.0,5.66,0.43,F3V+F9V,3V
1605,7Eps Aur,BD+43 1166,31964,39955,5.0,1.0,58.1,+,43.0,49.0,24.0,2.99,0.54,F0Iae+B,0I
1606,,CP-72  332,31975,256139,4.0,53.0,5.5,-,72.0,24.0,27.0,6.28,0.52,F6V,6V
1607,,BD-15  915,31996,150058,4.0,59.0,36.5,-,14.0,48.0,21.0,7.71,5.74,C6IIe,6I
1608,63    Eri,BD-10 1066,32008,150060,4.0,59.0,50.4,-,10.0,15.0,48.0,5.38,0.8,G4V,4V
1609,,BD+03  736,32039,112304,5.0,0.0,32.6,+,3.0,36.0,55.0,7.03,,B9Vn,9V
1610,,BD+03  737,32040,112305,5.0,0.0,33.9,+,3.0,36.0,58.0,6.66,-0.07,B9Vn,9V
1611,64    Eri,BD-12 1047,32045,150064,4.0,59.0,55.8,-,12.0,32.0,15.0,4.79,0.26,F0IV,0I
1612,8Zet Aur,BD+40 1142,32068,39966,5.0,2.0,28.7,+,41.0,4.0,33.0,3.75,1.22,K4II+B8V,4I
1613,,BD-02 1095,32115,131684,5.0,0.0,39.8,-,2.0,3.0,56.0,6.32,0.28,A8IV,8I
1614,,BD-05 1123,32147,131688,5.0,0.0,49.0,-,5.0,45.0,12.0,6.22,1.06,K3V,3V
1615,,BD+41 1044,32188,39979,5.0,3.0,18.6,+,41.0,26.0,30.0,6.14,0.16,A2IIIShell?,2I
1616,,BD+85   74,32196,843,5.0,31.0,48.0,+,85.0,56.0,19.0,6.51,0.32,A5m,5m
1617,65Psi Eri,BD-07  948,32249,131700,5.0,1.0,26.3,-,7.0,10.0,26.0,4.81,-0.19,B3V,3V
1618,,BD+00  923,32263,112334,5.0,1.0,50.3,+,0.0,43.0,20.0,5.92,1.27,K0,0
1619,,BD+01  886,32273,112340,5.0,2.0,0.0,+,1.0,36.0,32.0,6.24,-0.04,B8V,8V
1620,102Iot Tau,BD+21  751,32301,76920,5.0,3.0,5.7,+,21.0,35.0,24.0,4.64,0.16,A7V,7V
1621,,BD-20  990,32309,169981,5.0,1.0,25.6,-,20.0,3.0,7.0,4.91,-0.05,B9.5Vn,9.
1622,11    Cam,BD+58  804,32343,25001,5.0,6.0,8.5,+,58.0,58.0,21.0,5.08,-0.08,B2.5Ve,2.
1623,12    Cam,BD+58  805,32357,25003,5.0,6.0,12.2,+,59.0,1.0,16.0,6.08,1.12,K0III,0I
1624,,BD+60  857,32356,13369,5.0,6.0,29.7,+,61.0,10.0,12.0,6.04,1.37,K5II,5I
1625,,BD-04 1019,32393,131715,5.0,2.0,45.5,-,4.0,12.0,35.0,5.85,1.21,K3,3
1626,,BD+30  772,32406,57610,5.0,4.0,14.5,+,30.0,29.0,41.0,6.14,1.21,K0II-III,0I
1627,,BD+32  879,32428,57614,5.0,4.0,36.9,+,32.0,19.0,13.0,6.62,0.27,A4m,4m
1628,,CD-26 1975,32436,169997,5.0,2.0,9.8,-,26.0,16.0,30.0,5.02,1.07,K1III,1I
1629,Eta Men,CP-75  290,32440,256145,4.0,55.0,11.2,-,74.0,56.0,13.0,5.47,1.52,K4III,4I
1630,,BD+54  859,32445,25007,5.0,6.0,22.0,+,54.0,24.0,21.0,7.24,,G5,5
1631,,CD-39 1744,32453,195501,5.0,1.0,34.5,-,39.0,43.0,5.0,6.03,0.88,G5III,5I
1632,,BD+27  723,32480,76941,5.0,4.0,37.9,+,27.0,41.0,46.0,6.6,0.24,F0III,0I
1633,,BD+21  755,32482,76939,5.0,4.0,21.6,+,21.0,16.0,41.0,6.19,1.32,K0,0
1634,1    Lep,BD-22 1960,32503,170010,5.0,2.0,44.9,-,22.0,47.0,42.0,5.75,1.2,K1IV,1I
1635,,CD-31 2163,32515,195509,5.0,2.0,22.8,-,31.0,46.0,17.0,5.94,1.17,G8III,8I
1636,,BD+69  302,32518,13382,5.0,9.0,36.7,+,69.0,38.0,22.0,6.41,1.11,K1III,1I
1637,9    Aur,BD+51 1024,32537,25019,5.0,6.0,40.6,+,51.0,35.0,52.0,5.0,0.33,F0V,0V
1638,11    Ori,BD+15  732,32549,94290,5.0,4.0,34.1,+,15.0,24.0,15.0,4.68,-0.06,A0pSi,0p
1639,,BD+35  973,32608,57629,5.0,6.0,0.9,+,35.0,56.0,11.0,6.52,0.16,A5V,5V
1640,,BD-14 1027,32612,150109,5.0,3.0,52.0,-,14.0,22.0,10.0,6.41,-0.18,B2.5IV,2.
1641,10Eta Aur,BD+41 1058,32630,40026,5.0,6.0,30.9,+,41.0,14.0,4.0,3.17,-0.18,B3V,3V
1642,,BD+19  847,32642,94306,5.0,5.0,32.1,+,19.0,48.0,23.0,6.44,0.21,A5m,5m
1643,,BD+73  274,32650,5455,5.0,12.0,22.4,+,73.0,56.0,48.0,5.43,-0.12,B9pSi,9p
1644,,BD+42 1170,32655,40029,5.0,6.0,49.6,+,43.0,10.0,29.0,6.2,0.43,F2IIp:,2I
1645,,CD-24 2795,32667,170029,5.0,3.0,53.3,-,24.0,23.0,16.0,5.61,0.1,A3m,3m
1646,,BD-03  998,32686,131742,5.0,4.0,54.5,-,3.0,2.0,23.0,6.05,-0.11,B5IV,5I
1647,,BD+64  500,32715,13388,5.0,9.0,44.5,+,64.0,55.0,10.0,6.41,0.4,F6V,6V
1648,,BD+00  939,32736,112406,5.0,5.0,23.7,+,1.0,10.0,39.0,6.17,3.45,C6II,6I
1649,Eta1Pic,CD-49 1541,32743,217140,5.0,2.0,48.6,-,49.0,9.0,5.0,5.38,0.42,F2V,2V
1650,,BD+76  190,32781,5464,5.0,14.0,35.6,+,76.0,28.0,22.0,6.37,-0.02,A0V,0V
1651,,CD-41 1690,32820,217153,5.0,3.0,54.0,-,41.0,44.0,42.0,6.31,0.53,F8V,8V
1652,Gam1Cae,CD-35 2089,32831,195532,5.0,4.0,24.4,-,35.0,29.0,0.0,4.55,1.2,K3III,3I
1653,Gam2Cae,CD-35 2090,32846,195534,5.0,4.0,26.1,-,35.0,42.0,19.0,6.34,0.3,F1III,1I
1654,2Eps Lep,BD-22 1000,32887,170051,5.0,5.0,27.7,-,22.0,22.0,16.0,3.19,1.46,K5III,5I
1655,,CD-26 2005,32890,170050,5.0,5.0,16.2,-,26.0,9.0,9.0,5.73,1.17,K2III,2I
1656,104    Tau,BD+18  779,32923,94332,5.0,7.0,27.0,+,18.0,38.0,42.0,5.0,0.65,G4V,4V
1657,66    Eri,BD-04 1044,32964,131777,5.0,6.0,45.7,-,4.0,39.0,18.0,5.12,-0.06,B9V+A1V,9V
1658,106    Tau,BD+20  885,32977,76971,5.0,7.0,48.4,+,20.0,25.0,6.0,5.3,0.09,A5V,5V
1659,103    Tau,BD+24  755,32990,76974,5.0,8.0,6.6,+,24.0,15.0,55.0,5.5,0.06,B2V,2V
1660,105    Tau,BD+21  766,32991,76972,5.0,7.0,55.5,+,21.0,42.0,17.0,5.89,0.19,B2Ve,2V
1661,,BD-13 1063,32996,150149,5.0,6.0,36.7,-,13.0,7.0,19.0,6.05,-0.06,A0V,0V
1662,13    Ori,BD+09  736,33021,112436,5.0,7.0,38.3,+,9.0,28.0,19.0,6.17,0.62,G1IV,1I
1663,Eta2Pic,CD-49 1562,33042,217164,5.0,4.0,58.0,-,49.0,34.0,40.0,5.03,1.49,K5III,5I
1664,14    Ori,BD+08  866,33054,112440,5.0,7.0,52.9,+,8.0,29.0,54.0,5.34,0.33,Am,m
1665,,BD-12 1076,33093,150159,5.0,7.0,25.0,-,12.0,29.0,26.0,5.97,0.6,F7V,7V
1666,67Bet Eri,BD-05 1162,33111,131794,5.0,7.0,51.0,-,5.0,5.0,11.0,2.79,0.13,A3III,3I
1667,,CP-54  768,33116,233814,5.0,5.0,0.6,-,54.0,24.0,27.0,6.27,1.54,M2III,2I
1668,,BD+46  970,33167,40077,5.0,10.0,42.9,+,46.0,57.0,44.0,5.68,0.42,F5V,5V
1669,,BD+37 1067,33203,57704,5.0,10.0,18.9,+,37.0,18.0,7.0,6.02,0.72,K3:+B2II:,3:
1670,,BD+27  732,33204,76990,5.0,9.0,45.1,+,28.0,1.0,50.0,6.01,0.27,A5m,5m
1671,,BD-08 1037,33224,131806,5.0,8.0,20.2,-,8.0,39.0,54.0,5.78,-0.06,B8V,8V
1672,16    Ori,BD+09  743,33254,112467,5.0,9.0,19.6,+,9.0,49.0,46.0,5.43,0.24,A2m,2m
1673,68    Eri,BD-04 1056,33256,131813,5.0,8.0,43.6,-,4.0,27.0,22.0,5.12,0.44,F2V,2V
1674,Zet Dor,CP-57  735,33262,233822,5.0,5.0,30.6,-,57.0,28.0,22.0,4.72,0.52,F7V,7V
1675,,BD+61  766,33266,13409,5.0,13.0,3.2,+,61.0,51.0,0.0,6.17,0.02,A2III,2I
1676,15    Ori,BD+15  752,33276,94359,5.0,9.0,42.0,+,15.0,35.0,50.0,4.82,0.32,F2IV,2I
1677,Bet Men,CP-71  309,33285,256154,5.0,2.0,43.0,-,71.0,18.0,52.0,5.31,1.0,G8III,8I
1678,14    Cam,BD+62  734,33296,13413,5.0,13.0,31.3,+,62.0,41.0,29.0,6.5,0.21,A7Vn,7V
1679,69Lam Eri,BD-08 1040,33328,131824,5.0,9.0,8.8,-,8.0,45.0,15.0,4.27,-0.19,B2IVne,2I
1680,,CD-35 2126,33377,195581,5.0,8.0,14.8,-,35.0,43.0,6.0,6.52,1.08,K1III,1I
1681,,BD-00  867,33419,131834,5.0,10.0,3.2,-,0.0,33.0,55.0,6.1,1.1,K0III,0I
1682,,CP-78  165,33519,256153,5.0,0.0,13.2,-,78.0,18.0,1.0,6.29,1.51,K5-M0III,5-
1683,,BD+73  280,33541,5483,5.0,18.0,13.3,+,73.0,16.0,5.0,5.74,,A0V,0V
1684,,BD+15  759,33554,94377,5.0,11.0,41.6,+,16.0,2.0,44.0,5.18,1.49,K5III,5I
1685,,BD-02 1161,33555,131847,5.0,10.0,58.0,-,2.0,15.0,14.0,6.25,0.98,K1-IVa,1-
1686,,BD+79  169,33564,5496,5.0,22.0,33.5,+,79.0,13.0,52.0,5.05,0.47,F6V,6V
1687,,BD-02 1165,33608,131852,5.0,11.0,19.2,-,2.0,29.0,27.0,5.9,0.46,F5V,5V
1688,,BD+59  857,33618,25088,5.0,15.0,11.3,+,59.0,24.0,20.0,6.15,1.18,K2III-IV,2I
1689,11Mu  Aur,BD+38 1063,33641,57755,5.0,13.0,25.7,+,38.0,29.0,4.0,4.86,0.18,A4Vm,4V
1690,,BD+00  974,33647,112505,5.0,11.0,41.4,+,0.0,30.0,53.0,6.67,-0.07,B9Vn,9V
1691,,BD+00  975,33646,112509,5.0,11.0,45.3,+,1.0,2.0,13.0,5.89,0.66,G5III,5I
1692,,BD+53  872,33654,25087,5.0,14.0,44.3,+,53.0,12.0,50.0,6.2,0.07,A0V,0V
1693,,BD-12 1092,33664,150206,5.0,11.0,22.8,-,11.0,50.0,57.0,5.68,1.46,M6III,6I
1694,,CD-26 2045,33667,170151,5.0,10.0,44.5,-,25.0,54.0,34.0,6.41,1.25,K1III,1I
1695,,CP-63  420,33684,249198,5.0,7.0,34.0,-,63.0,23.0,59.0,5.2,1.65,M3III,3I
1696,3Iot Lep,BD-12 1095,33802,150223,5.0,12.0,17.9,-,11.0,52.0,9.0,4.45,-0.1,B8V,8V
1697,,BD-06 1109,33833,131873,5.0,12.0,48.2,-,6.0,3.0,26.0,5.91,0.96,G7III,7I
1698,17Rho Ori,BD+02  888,33856,112528,5.0,13.0,17.5,+,2.0,51.0,40.0,4.46,1.19,K0.5III,0.
1699,,CD-37 2071,33872,195639,5.0,11.0,35.9,-,37.0,23.0,43.0,6.57,1.62,K5III,5I
1700,,CP-73  286,33875,256160,5.0,6.0,9.3,-,73.0,2.0,16.0,6.27,-0.01,A1V,1V
1701,,BD+01  938,33883,112535,5.0,13.0,31.6,+,1.0,58.0,5.0,6.09,0.42,A5V,5V
1702,5Mu  Lep,BD-16 1072,33904,150237,5.0,12.0,55.9,-,16.0,12.0,20.0,3.31,-0.11,B9IIIpHgMn,9I
1703,,BD+00  988,33946,112543,5.0,13.0,47.2,+,0.0,33.0,37.0,6.32,1.46,M0V,0V
1704,,BD-08 1059,33948,131887,5.0,13.0,33.3,-,8.0,8.0,52.0,6.37,-0.13,B5V,5V
1705,4Kap Lep,BD-13 1092,33949,150239,5.0,13.0,13.9,-,12.0,56.0,29.0,4.36,-0.1,B9V,9V
1706,14    Aur,BD+32  922,33959,57799,5.0,15.0,24.4,+,32.0,41.0,16.0,5.02,0.23,A9IVDel Del,9I
1707,,BD+53  882,34019,25112,5.0,17.0,17.8,+,53.0,35.0,10.0,6.5,1.66,M7IIIe,7I
1708,13Alp Aur,BD+45 1077,34029,40186,5.0,16.0,41.4,+,45.0,59.0,53.0,0.08,0.8,G5IIIe+G0III,5I
1709,,BD+04  877,34043,112556,5.0,14.0,44.1,+,5.0,9.0,22.0,5.5,1.37,gK4,4
1710,,BD-14 1074,34045,150255,5.0,13.0,59.9,-,14.0,36.0,24.0,6.21,0.37,F2III,2I
1711,108    Tau,BD+22  864,34053,77057,5.0,15.0,27.7,+,22.0,17.0,5.0,6.27,0.08,A2V,2V
1712,,BD+34  980,34078,57816,5.0,16.0,18.2,+,34.0,18.0,43.0,5.96,0.22,O9.5V,9.
1713,19Bet Ori,BD-08 1063,34085,131907,5.0,14.0,32.3,-,8.0,12.0,6.0,0.12,-0.03,B8Ia:,8I
1714,,BD+85   78,34109,873,5.0,43.0,48.7,+,85.0,40.0,5.0,6.6,,A2V,2V
1715,,CD-35 2176,34167,195669,5.0,13.0,46.5,-,35.0,49.0,32.0,6.98,1.47,K4III,4I
1716,Xi  Men,CP-82  106,34172,258395,4.0,58.0,50.9,-,82.0,28.0,14.0,5.85,0.93,G8-K0III,8-
1717,,BD-01  837,34180,131917,5.0,15.0,18.4,-,1.0,24.0,33.0,6.15,0.39,F0IV,0I
1718,18    Ori,BD+11  756,34203,94426,5.0,16.0,4.1,+,11.0,20.0,29.0,5.56,-0.04,A0V,0V
1719,15    Cam,BD+57  874,34233,25125,5.0,19.0,27.8,+,58.0,7.0,2.0,6.13,-0.03,B5V,5V
1720,,BD+62  742,34255,13460,5.0,20.0,22.6,+,62.0,39.0,13.0,5.61,1.75,K4I:,4I
1721,,CD-36 2127,34266,195683,5.0,14.0,28.8,-,35.0,58.0,38.0,5.76,1.01,G8III,8I
1722,,BD+42 1239,34269,40214,5.0,18.0,15.9,+,42.0,47.0,32.0,5.48,1.65,M4III,4I
1723,,CD-27 2161,34310,170238,5.0,15.0,24.3,-,26.0,56.0,36.0,5.07,-0.1,B9V,9V
1724,,BD+01  957,34317,112588,5.0,16.0,41.1,+,1.0,56.0,50.0,6.42,-0.02,A0V,0V
1725,,BD+40 1240,34332,40224,5.0,18.0,40.4,+,40.0,27.0,54.0,6.18,1.37,K0,0
1726,16    Aur,BD+33 1000,34334,57853,5.0,18.0,10.7,+,33.0,22.0,18.0,4.54,1.27,K2.5IIIbFe-1,2.
1727,,CP-52  677,34347,233886,5.0,13.0,53.3,-,52.0,1.0,52.0,6.05,1.39,K3III,3I
1728,17    Aur,BD+33 1002,34364,57858,5.0,18.0,18.9,+,33.0,46.0,2.0,6.14,-0.06,B9.5V,9.
1729,15Lam Aur,BD+39 1248,34411,40233,5.0,19.0,8.5,+,40.0,5.0,57.0,4.71,0.63,G1.5IV-VFe-1,1.
1730,,CD-35 2199,34435,195694,5.0,15.0,47.0,-,34.0,55.0,36.0,6.66,0.15,A2III-IV,2I
1731,,BD-17 1069,34447,150295,5.0,16.0,48.1,-,17.0,8.0,30.0,6.56,-0.16,B3IV,3I
1732,,BD+33 1008,34452,57884,5.0,19.0,0.0,+,33.0,44.0,54.0,5.41,-0.19,A0pSi,0p
1733,,BD+44 1170,34498,40242,5.0,20.0,2.3,+,44.0,25.0,32.0,6.62,,K0,0
1734,18    Aur,BD+33 1010,34499,57893,5.0,19.0,23.6,+,33.0,59.0,8.0,6.49,0.24,A7V,7V
1735,20Tau Ori,BD-07 1028,34503,131952,5.0,17.0,36.4,-,6.0,50.0,40.0,3.6,-0.11,B5III,5I
1736,,BD+46  998,34533,40251,5.0,20.0,39.3,+,46.0,57.0,50.0,6.54,0.6,GIII+A2V,II
1737,,BD-13 1116,34538,150304,5.0,17.0,40.2,-,13.0,31.0,11.0,5.5,0.93,sgG9,9
1738,,BD+40 1253,34557,40248,5.0,20.0,14.8,+,41.0,5.0,10.0,5.52,0.11,A3V,3V
1739,109    Tau,BD+21  816,34559,77097,5.0,19.0,16.6,+,22.0,5.0,47.0,4.94,0.93,G8III,8I
1740,19    Aur,BD+33 1013,34578,57906,5.0,20.0,0.9,+,33.0,57.0,29.0,5.03,0.27,A5II,5I
1741,,BD+19  893,34579,77098,5.0,19.0,14.7,+,20.0,8.0,5.0,6.08,1.01,G8II-III+G1IV-V,8I
1742,,CP-52  683,34587,233895,5.0,15.0,38.9,-,52.0,10.0,55.0,6.49,1.21,K2III,2I
1743,Omi Col,CD-35 2214,34642,195721,5.0,17.0,29.1,-,34.0,53.0,43.0,4.83,1.0,K0IV,0I
1744,The Dor,CP-67  401,34649,249225,5.0,13.0,45.4,-,67.0,11.0,7.0,4.83,1.28,K2.5IIIa,2.
1745,,BD+77  195,34653,5535,5.0,29.0,25.7,+,77.0,58.0,39.0,6.56,0.14,A7III,7I
1746,21    Ori,BD+02  916,34658,112624,5.0,19.0,11.2,+,2.0,35.0,45.0,5.34,0.41,F5II,5I
1747,,BD-18 1051,34721,150326,5.0,18.0,50.4,-,18.0,7.0,48.0,5.96,0.58,G0V,0V
1748,,BD-01  859,34748,131983,5.0,19.0,35.2,-,1.0,24.0,44.0,6.34,-0.11,B1.5Vn,1.
1749,20Rho Aur,BD+41 1162,34759,40269,5.0,21.0,48.4,+,41.0,48.0,16.0,5.23,-0.15,B3V,3V
1750,,BD+27  758,34762,77121,5.0,20.0,59.3,+,27.0,57.0,26.0,6.33,0.04,B9IV,9I
1751,16    Cam,BD+57  879,34787,25161,5.0,23.0,27.8,+,57.0,32.0,40.0,5.28,-0.03,A0Vn,0V
1752,,BD+29  869,34790,77124,5.0,21.0,12.7,+,29.0,34.0,12.0,5.76,0.06,A1V s,1V
1753,,BD-18 1055,34798,150335,5.0,19.0,17.5,-,18.0,31.0,12.0,6.36,-0.16,B3V,3V
1754,,BD-18 1056,34797,150336,5.0,19.0,18.3,-,18.0,30.0,35.0,6.54,-0.11,B8/9III/IV,8/
1755,,BD+19  902,34810,94478,5.0,20.0,56.6,+,19.0,48.0,51.0,6.18,1.23,K0III,0I
1756,6Lam Lep,BD-13 1127,34816,150340,5.0,19.0,34.5,-,13.0,10.0,36.0,4.29,-0.26,B0.5IV,0.
1757,7Nu  Lep,BD-12 1132,34863,150345,5.0,19.0,59.1,-,12.0,18.0,56.0,5.3,-0.12,B7IVnn,7I
1758,,CD-27 2204,34868,170311,5.0,19.0,23.7,-,27.0,22.0,8.0,5.99,-0.04,A0V,0V
1759,,BD-05 1225,34880,132004,5.0,20.0,26.4,-,5.0,22.0,0.0,6.39,-0.03,B8III,8I
